,USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,Party
3243,4036,1982.0,Male,"$100,001 - $150,000",Single (w/kids),,No,Yes,No,Yes,,Yes,Public,,Yes,No,Yes,No,No,No,Science,,,Yes,,,,,No,,No,,Cool headed,Odd hours,,,,Yes,,No,A.M.,Yes,,,Yes,Me,,Yes,Yes,No,No,,,,,,No,,,,No,,No,,Yes,,,,Yes,Space,No,In-person,No,,,No,Grrr people,Yes,Yes,No,Yes,,Yes,No,No,No,,,,Own,,Dad,,Yes,,,Nope,No,,No,Yes,,No,Yes,,No,No,Republican
4686,5850,,Female,,,Master's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Supportive,Yes,PC,Yes,Cautious,Yes,,,,,,,,,,,,,,,,,,,,,,,,Optimist,Mom,No,Yes,,,Check!,,No,,,,,Yes,Yes,No,,Democrat
2877,3584,1980.0,Male,"$100,001 - $150,000",Married (w/kids),Current Undergraduate,No,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,No,No,Pragmatist,No,No,Hot headed,Odd hours,No,Right,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,Yes,No,TMI,No,No,Talk,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,No,Yes,No,Grrr people,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Republican
2031,2525,1948.0,Female,,Married (w/kids),,,No,No,No,,,,Yes,Yes,No,No,,No,Yes,Art,,Yes,No,,Yes,Giving,Yes,No,,,,,,,Happy,,,,,,Yes,,Yes,No,,,No,No,Yes,Yes,,No,,Tunes,,Yes,,,No,,,Yes,PC,,Cautious,Yes,,No,,,,No,Yes,Yes,Yes,Yay people!,,,No,Yes,Yes,No,Yes,,No,No,Yes,No,,Optimist,Dad,,Yes,,,,Yes,No,No,No,Yes,Yes,Yes,,,,Democrat
2723,3389,,Male,"$50,000 - $74,999",Married (w/kids),,,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,No,Science,Study first,Yes,Yes,No,Yes,Giving,No,Yes,Idealist,No,No,Cool headed,Odd hours,No,Right,No,,Yes,No,P.M.,Yes,End,No,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Talk,People,No,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Rent,Optimist,Dad,Yes,Yes,No,No,Check!,Yes,No,No,Yes,No,No,Only-child,Yes,No,Yes,Republican
3580,4461,1961.0,Male,"$50,000 - $74,999",Married (w/kids),High School Diploma,,,No,Yes,Yes,Yes,Private,No,No,No,No,No,,Yes,,Try first,No,No,No,No,Giving,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,Grrr people,,,,,,,,,Yes,Yes,Yes,Yes,Own,Optimist,Dad,Yes,Yes,,,,,,No,Yes,,,,,,,Republican
3922,4887,1970.0,Female,"$75,000 - $100,000",Married (no kids),Associate's Degree,,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,No,,Yes,Science,,,,,,,,,,,,Cool headed,Standard hours,Yes,Right,Yes,Yes,No,Yes,A.M.,No,Start,Yes,Yes,Me,Yes,Yes,No,Yes,Yes,Mysterious,Yes,No,Talk,Technology,No,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,Online,No,No,Yes,Yes,Grrr people,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Own,Pessimist,Dad,No,Yes,No,Yes,,,No,No,Yes,Yes,No,Only-child,No,No,No,Democrat
2997,3732,1992.0,Female,"$75,000 - $100,000",Married (no kids),Current Undergraduate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac,Yes,,,,,,,,,,Yes,Yes,Yay people!,,,,,,,,No,Yes,No,Yes,Yes,Rent,Optimist,Dad,,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Republican
354,445,1999.0,Female,"over $150,000",Single (no kids),Current K-12,Yes,,No,,,,,,No,No,No,No,Yes,Yes,Science,Try first,No,Yes,No,Yes,Giving,No,Yes,,No,No,,,,,,,,,P.M.,Yes,Start,Yes,No,Circumstances,No,No,Yes,Yes,No,TMI,No,Yes,Tunes,People,,No,,Yes,Yes,Demanding,No,PC,No,Cautious,Yes,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Own,Optimist,Mom,No,No,Yes,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Republican
3119,3887,1997.0,Male,,Single (no kids),Current K-12,,,,,,,,,,,No,No,No,Yes,Art,Try first,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,No,No,Yes,No,Yes,Yes,No,No,,Republican
4291,5357,1999.0,Female,"under $25,000",Single (no kids),Current K-12,,,,,,,,,,,,,,,,,,,Yes,,Receiving,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Right,Yes,Yes,No,No,A.M.,Yes,Start,No,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,No,PC,No,,Yes,Umm...,Yes,,No,In-person,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
1374,1711,,Female,,,,,Yes,No,No,No,Yes,Private,Yes,No,Yes,,,Yes,,,Try first,No,Yes,Yes,No,Giving,No,Yes,Idealist,No,No,Hot headed,Standard hours,,,,,No,No,P.M.,Yes,Start,Yes,Yes,Me,No,No,Yes,No,No,TMI,No,No,,,,No,No,No,,,,,No,Cautious,No,Umm...,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,,,,,,,,Yes,No,No,Yes,No,Own,Pessimist,Mom,No,No,Yes,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Republican
5374,6716,,Male,,,,,,,,,,,Yes,No,Yes,No,Yes,,Yes,Art,,,,,No,Receiving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
2215,2762,1990.0,Female,,Single (no kids),Master's Degree,,,,,,,,No,No,No,Yes,Yes,Yes,Yes,Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
4071,5077,1985.0,Male,"$75,000 - $100,000",Single (w/kids),Associate's Degree,Yes,Yes,No,Yes,No,No,Private,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,No,No,No,Giving,Yes,Yes,Idealist,Yes,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,No,Yes,No,TMI,No,No,Talk,Technology,No,Yes,Yes,Yes,Yes,Demanding,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Republican
1618,2006,1978.0,Male,"$50,000 - $74,999",Married (w/kids),Doctoral Degree,,,,,Yes,No,Public,No,No,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Me,No,Yes,Yes,No,No,TMI,Yes,Yes,Tunes,People,Yes,Yes,Yes,No,No,Supportive,Yes,PC,Yes,Cautious,No,Umm...,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Democrat
3248,4042,1996.0,Female,"$100,001 - $150,000",Single (no kids),Current K-12,,,,,,,,Yes,No,Yes,No,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Odd hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,No,No,No,TMI,No,No,Tunes,Technology,No,Yes,No,No,Yes,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,Yes,Online,No,No,Yes,Yes,Grrr people,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Own,Optimist,Mom,No,No,Yes,Yes,Check!,No,No,No,No,No,No,Yes,Yes,No,Yes,Republican
3011,3748,1952.0,Female,"$75,000 - $100,000",Single (w/kids),,,,,,,,,,,,,,No,Yes,Art,Study first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,,,,,,,,,,Yes,Start,Yes,Yes,Me,No,No,No,No,No,TMI,No,Yes,Tunes,People,,,,No,Yes,Demanding,No,PC,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,,,,,Own,Optimist,Dad,No,Yes,No,No,Check!,Yes,Yes,No,,,,,,,Yes,Republican
414,520,1972.0,Female,"under $25,000",Single (no kids),Bachelor's Degree,No,No,No,No,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,No,No,No,Giving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Me,Yes,Yes,Yes,No,Yes,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,Yes,Mac,Yes,Cautious,Yes,Umm...,No,Space,Yes,Online,No,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Own,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Republican
1392,1732,1992.0,Female,"under $25,000",Single (no kids),Current Undergraduate,,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,No,No,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,End,No,No,Me,No,No,Yes,No,No,TMI,No,No,Tunes,People,No,No,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,Optimist,Mom,Yes,No,Yes,Yes,Check!,No,No,No,Yes,No,No,Yes,No,No,Yes,Democrat
3339,4158,2000.0,Male,"under $25,000",Single (no kids),Current K-12,,,,,,,,,,,No,,,Yes,Art,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Supportive,,,,Cautious,,,,,,,,,,Yes,Yay people!,,,,No,,,,,,,Yes,Yes,Own,,Mom,,No,Yes,,,,,No,Yes,Yes,Yes,,,,Yes,Republican
4841,6047,1976.0,Male,"$50,000 - $74,999",Single (no kids),Master's Degree,,,No,Yes,No,No,Public,No,Yes,Yes,Yes,Yes,Yes,Yes,Art,Study first,No,Yes,No,Yes,Receiving,No,No,Pragmatist,No,No,Hot headed,Odd hours,No,Happy,No,Yes,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Me,No,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,No,No,Demanding,Yes,PC,Yes,Risk-friendly,No,Umm...,No,Socialize,No,In-person,No,Yes,No,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Rent,,,,,,,,,,,,,,,,,,Democrat
3447,4294,1975.0,Male,"$75,000 - $100,000",Married (no kids),High School Diploma,,,,,,,,,,,,,,,,,,,Yes,No,Giving,No,No,Idealist,No,No,Cool headed,Standard hours,,,,,,,,Yes,,Yes,No,,Yes,Yes,Yes,Yes,No,TMI,Yes,No,Tunes,Technology,No,,,,,,,,,Risk-friendly,,Yes!,No,Space,No,In-person,No,Yes,,Yes,Yay people!,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Democrat
3624,4515,1955.0,Male,,,Master's Degree,Yes,Yes,No,Yes,Yes,Yes,Public,Yes,No,No,No,Yes,Yes,Yes,Science,Try first,Yes,Yes,No,No,Giving,Yes,No,Pragmatist,Yes,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,No,No,Circumstances,Yes,No,No,Yes,No,Mysterious,No,Yes,Talk,People,No,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Republican
2833,3528,,Male,"$100,001 - $150,000",,,,,,,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,Mysterious,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,Republican
5236,6533,1993.0,Male,,,Current Undergraduate,No,Yes,No,No,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Science,,Yes,Yes,No,No,Receiving,No,Yes,Idealist,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
1103,1366,1952.0,Female,"$75,000 - $100,000",Married (w/kids),,,Yes,No,No,No,Yes,,,,,No,No,No,Yes,Art,Study first,No,No,,Yes,Giving,,,,,,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,,A.M.,Yes,Start,Yes,No,Circumstances,,,,,,,,,,,,,,,,,,PC,Yes,Cautious,Yes,Yes!,No,,Yes,Online,No,,Yes,Yes,Yay people!,No,,No,Yes,No,No,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,No,Democrat
4702,5870,1997.0,Female,,,Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,PC,Yes,,No,,,,,,,,Yes,Yes,Grrr people,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Republican
3204,3994,1971.0,Female,,Single (w/kids),,,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,,,,,,Standard hours,Yes,,Yes,Yes,Yes,No,P.M.,Yes,End,No,No,Me,No,No,No,No,No,Mysterious,,,,,,,,,,Supportive,,,Yes,,Yes,,,,,,,,,No,Yay people!,,,,,Yes,No,,Yes,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,,Democrat
3045,3793,1995.0,Male,"$25,001 - $50,000",,Current K-12,No,No,Yes,No,Yes,Yes,Public,No,No,Yes,Yes,No,Yes,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,Yes,Idealist,No,Yes,,,,,,,,,,,,,,,,,,,,,No,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,PC,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,Democrat
1242,1538,1959.0,Male,"over $150,000",Married (w/kids),High School Diploma,No,Yes,No,Yes,,Yes,Public,,Yes,No,No,No,No,Yes,Science,Study first,No,No,No,No,Giving,Yes,Yes,,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,,A.M.,Yes,Start,,Yes,,,Yes,Yes,No,No,,Yes,Yes,Tunes,People,Yes,,Yes,No,No,Supportive,No,PC,No,Cautious,,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,,,Yes,No,Yes,Yes,No,No,No,No,No,Own,Pessimist,Dad,No,Yes,No,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Democrat
252,319,1953.0,Female,"$75,000 - $100,000",Married (w/kids),,No,No,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Try first,No,No,No,Yes,Giving,No,No,Pragmatist,No,No,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,No,Start,Yes,No,Me,No,No,No,Yes,No,Mysterious,Yes,No,Talk,Technology,Yes,No,Yes,Yes,No,Supportive,Yes,Mac,Yes,Cautious,No,,No,,,Online,No,No,Yes,Yes,Grrr people,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Rent,Pessimist,Dad,No,No,Yes,No,Nope,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Republican
3247,4041,1963.0,Female,"under $25,000",Single (w/kids),Bachelor's Degree,No,Yes,No,No,No,Yes,Public,,Yes,No,,,,,Science,Study first,Yes,No,,No,,Yes,No,Pragmatist,No,No,,,No,Happy,Yes,No,No,No,A.M.,Yes,End,Yes,No,Circumstances,No,Yes,Yes,Yes,Yes,Mysterious,Yes,Yes,Tunes,People,No,No,No,Yes,Yes,Demanding,Yes,Mac,Yes,Cautious,Yes,Umm...,No,Space,No,In-person,Yes,Yes,,Yes,Grrr people,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Nope,No,,No,Yes,Yes,No,Yes,No,No,Yes,Democrat
654,812,1968.0,Male,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,No,No,No,No,Yes,No,Public,No,No,No,Yes,Yes,No,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,No,No,No,TMI,No,No,Talk,Technology,No,Yes,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Only-child,Yes,No,Yes,Republican
350,441,1986.0,Male,"$50,000 - $74,999",Married (w/kids),Current K-12,,,,,,,,,,,No,Yes,Yes,No,Art,Try first,Yes,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,Yes,,,,,,,,,A.M.,,Start,,,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,Yes,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,Yes,Mac,Yes,Cautious,No,Umm...,Yes,Space,No,,,No,,,,,,,,,,Yes,,,,,,,Optimist,Mom,No,,,,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Republican
2378,2963,1990.0,Female,"over $150,000",Domestic Partners (w/kids),Current Undergraduate,,Yes,No,No,No,Yes,Public,No,Yes,No,,,,,,,,,No,No,Giving,Yes,No,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,No,Yes,No,Yes,A.M.,Yes,End,Yes,Yes,Me,Yes,Yes,No,Yes,No,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,No,Yes!,No,Space,Yes,Online,Yes,No,Yes,No,Grrr people,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Rent,Optimist,Mom,No,No,,,,,,,,,No,Yes,Yes,No,Yes,Republican
4217,5260,1974.0,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,No,Yes,No,No,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,No,,Yes,Giving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,,Yes,End,Yes,No,Me,No,Yes,Yes,Yes,Yes,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,No,Demanding,No,Mac,Yes,Cautious,Yes,Umm...,No,Space,No,Online,No,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Rent,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,,No,Only-child,No,No,No,Democrat
3527,4394,1986.0,Female,"$50,000 - $74,999",Married (no kids),Master's Degree,,No,No,Yes,No,No,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Right,Yes,No,No,Yes,A.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,No,No,No,TMI,No,Yes,Tunes,People,Yes,No,Yes,No,No,Supportive,Yes,Mac,Yes,Cautious,No,Umm...,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Democrat
2303,2865,1996.0,Male,,,,No,,No,No,No,Yes,Public,No,No,No,No,No,No,Yes,Science,Study first,Yes,Yes,Yes,No,Receiving,Yes,Yes,,No,No,Cool headed,Odd hours,No,Right,No,No,No,Yes,P.M.,Yes,Start,,,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,No,Yes,Grrr people,Yes,,,No,No,Yes,No,No,Yes,No,No,No,Own,Pessimist,Dad,No,No,No,Yes,Check!,No,No,No,Yes,Yes,No,Only-child,No,Yes,No,Republican
457,578,1968.0,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,No,Yes,No,Yes,No,No,Private,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,No,No,Idealist,Yes,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,Yes,Me,Yes,No,Yes,Yes,No,TMI,No,No,Talk,Technology,Yes,Yes,Yes,No,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Republican
5167,6453,1993.0,,"$50,000 - $74,999",Single (no kids),High School Diploma,,,,,,,,,,,,,,,,,,,,,,,No,,,,Cool headed,Odd hours,Yes,Happy,No,Yes,No,Yes,A.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
977,1216,1992.0,Male,"under $25,000",Single (no kids),Current Undergraduate,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,Yes,Yes,No,No,Democrat
90,114,1965.0,Male,"$75,000 - $100,000",Domestic Partners (no kids),Master's Degree,No,Yes,No,No,Yes,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,No,Yes,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,No,Start,Yes,No,Circumstances,No,No,Yes,No,No,Mysterious,Yes,Yes,Tunes,Technology,No,Yes,,Yes,Yes,Demanding,Yes,PC,Yes,Cautious,Yes,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Own,Optimist,,Yes,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Democrat
798,989,1978.0,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,No,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,Yes,No,No,Science,Study first,No,No,No,Yes,Giving,No,No,Pragmatist,No,Yes,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,End,No,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,No,Talk,Technology,No,,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Own,Pessimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Democrat
3540,4412,1988.0,Female,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Yes,Yes,No,Yes,No,Yes,Private,No,Yes,No,No,Yes,No,No,Art,Study first,No,No,Yes,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,No,No,No,P.M.,Yes,End,Yes,No,Me,No,Yes,No,Yes,No,Mysterious,No,Yes,Tunes,Technology,No,Yes,No,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Umm...,Yes,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Nope,No,No,No,No,Yes,No,Yes,Yes,No,No,Democrat
